flow_name,flow_label,retire_index,total_retire,step,cycle,pc,inst,opcode,regwr,rd,rd_data,memwr,mem_addr,mem_data,illegal,stall,redirect,fwdA,fwdB
pipeline_spike,Pipeline TB,247,490,251,331,0x800000d8,0x00178793,ALUI,1,15,0x00000001,0,0x00000001,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,248,490,252,332,0x800000dc,0xfef42423,STORE,0,8,0x8000ffe8,1,0x8000ffe8,0x00000001,0,0,0,0,0
pipeline_spike,Pipeline TB,249,490,253,333,0x800000e0,0x00400713,ALUI,1,14,0x00000004,0,0x00000004,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,250,490,254,334,0x800000e4,0xfec42783,LOAD,1,15,0x00000001,0,0x8000ffec,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,251,490,255,336,0x800000e8,0x40f707b3,ALUR,1,15,0x00000003,0,0x00000003,0x00000001,0,0,0,0,0
pipeline_spike,Pipeline TB,252,490,256,337,0x800000ec,0xfe842703,LOAD,1,14,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,253,490,257,339,0x800000f0,0xf2f74ee3,BRANCH,0,29,0x00000004,0,0x00000004,0x00000003,0,0,0,0,0
pipeline_spike,Pipeline TB,254,490,258,342,0x8000002c,0x800007b7,LUI,1,15,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,255,490,259,343,0x80000030,0x13478713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,256,490,260,344,0x80000034,0xfe842783,LOAD,1,15,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,257,490,261,346,0x80000038,0x00279793,ALUI,1,15,0x00000004,0,0x00000004,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,258,490,262,347,0x8000003c,0x00f707b3,ALUR,1,15,0x80000138,0,0x80000138,0x00000004,0,0,0,0,0
pipeline_spike,Pipeline TB,259,490,263,348,0x80000040,0x0007a703,LOAD,1,14,0x00000007,0,0x80000138,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,260,490,264,349,0x80000044,0xfe842783,LOAD,1,15,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,261,490,265,351,0x80000048,0x00178793,ALUI,1,15,0x00000002,0,0x00000002,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,262,490,266,352,0x8000004c,0x800006b7,LUI,1,13,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,263,490,267,353,0x80000050,0x13468693,ALUI,1,13,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,264,490,268,354,0x80000054,0x00279793,ALUI,1,15,0x00000008,0,0x00000008,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,265,490,269,355,0x80000058,0x00f687b3,ALUR,1,15,0x8000013c,0,0x8000013c,0x00000008,0,0,0,0,0
pipeline_spike,Pipeline TB,266,490,270,356,0x8000005c,0x0007a783,LOAD,1,15,0x00000001,0,0x8000013c,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,267,490,271,358,0x80000060,0x06e7da63,BRANCH,0,20,0x00000008,0,0x00000008,0x00000007,0,0,0,0,0
pipeline_spike,Pipeline TB,268,490,272,359,0x80000064,0x800007b7,LUI,1,15,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,269,490,273,360,0x80000068,0x13478713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,270,490,274,361,0x8000006c,0xfe842783,LOAD,1,15,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,271,490,275,363,0x80000070,0x00279793,ALUI,1,15,0x00000004,0,0x00000004,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,272,490,276,364,0x80000074,0x00f707b3,ALUR,1,15,0x80000138,0,0x80000138,0x00000004,0,0,0,0,0
pipeline_spike,Pipeline TB,273,490,277,365,0x80000078,0x0007a783,LOAD,1,15,0x00000007,0,0x80000138,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,274,490,278,367,0x8000007c,0xfef42223,STORE,0,4,0x8000ffe4,1,0x8000ffe4,0x00000007,0,0,0,0,0
pipeline_spike,Pipeline TB,275,490,279,368,0x80000080,0xfe842783,LOAD,1,15,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,276,490,280,370,0x80000084,0x00178793,ALUI,1,15,0x00000002,0,0x00000002,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,277,490,281,371,0x80000088,0x80000737,LUI,1,14,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,278,490,282,372,0x8000008c,0x13470713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,279,490,283,373,0x80000090,0x00279793,ALUI,1,15,0x00000008,0,0x00000008,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,280,490,284,374,0x80000094,0x00f707b3,ALUR,1,15,0x8000013c,0,0x8000013c,0x00000008,0,0,0,0,0
pipeline_spike,Pipeline TB,281,490,285,375,0x80000098,0x0007a703,LOAD,1,14,0x00000001,0,0x8000013c,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,282,490,286,376,0x8000009c,0x800007b7,LUI,1,15,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,283,490,287,377,0x800000a0,0x13478693,ALUI,1,13,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,284,490,288,378,0x800000a4,0xfe842783,LOAD,1,15,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,285,490,289,380,0x800000a8,0x00279793,ALUI,1,15,0x00000004,0,0x00000004,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,286,490,290,381,0x800000ac,0x00f687b3,ALUR,1,15,0x80000138,0,0x80000138,0x00000004,0,0,0,0,0
pipeline_spike,Pipeline TB,287,490,291,382,0x800000b0,0x00e7a023,STORE,0,0,0x80000138,1,0x80000138,0x00000001,0,0,0,0,0
pipeline_spike,Pipeline TB,288,490,292,383,0x800000b4,0xfe842783,LOAD,1,15,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,289,490,293,385,0x800000b8,0x00178793,ALUI,1,15,0x00000002,0,0x00000002,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,290,490,294,386,0x800000bc,0x80000737,LUI,1,14,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,291,490,295,387,0x800000c0,0x13470713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,292,490,296,388,0x800000c4,0x00279793,ALUI,1,15,0x00000008,0,0x00000008,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,293,490,297,389,0x800000c8,0x00f707b3,ALUR,1,15,0x8000013c,0,0x8000013c,0x00000008,0,0,0,0,0
pipeline_spike,Pipeline TB,294,490,298,390,0x800000cc,0xfe442703,LOAD,1,14,0x00000007,0,0x8000ffe4,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,295,490,299,392,0x800000d0,0x00e7a023,STORE,0,0,0x8000013c,1,0x8000013c,0x00000007,0,0,0,0,0
pipeline_spike,Pipeline TB,296,490,300,393,0x800000d4,0xfe842783,LOAD,1,15,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,297,490,301,395,0x800000d8,0x00178793,ALUI,1,15,0x00000002,0,0x00000002,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,298,490,302,396,0x800000dc,0xfef42423,STORE,0,8,0x8000ffe8,1,0x8000ffe8,0x00000002,0,0,0,0,0
pipeline_spike,Pipeline TB,299,490,303,397,0x800000e0,0x00400713,ALUI,1,14,0x00000004,0,0x00000004,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,300,490,304,398,0x800000e4,0xfec42783,LOAD,1,15,0x00000001,0,0x8000ffec,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,301,490,305,400,0x800000e8,0x40f707b3,ALUR,1,15,0x00000003,0,0x00000003,0x00000001,0,0,0,0,0
pipeline_spike,Pipeline TB,302,490,306,401,0x800000ec,0xfe842703,LOAD,1,14,0x00000002,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,303,490,307,403,0x800000f0,0xf2f74ee3,BRANCH,0,29,0x00000005,0,0x00000005,0x00000003,0,0,0,0,0
pipeline_spike,Pipeline TB,304,490,308,406,0x8000002c,0x800007b7,LUI,1,15,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,305,490,309,407,0x80000030,0x13478713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,306,490,310,408,0x80000034,0xfe842783,LOAD,1,15,0x00000002,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,307,490,311,410,0x80000038,0x00279793,ALUI,1,15,0x00000008,0,0x00000008,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,308,490,312,411,0x8000003c,0x00f707b3,ALUR,1,15,0x8000013c,0,0x8000013c,0x00000008,0,0,0,0,0
pipeline_spike,Pipeline TB,309,490,313,412,0x80000040,0x0007a703,LOAD,1,14,0x00000007,0,0x8000013c,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,310,490,314,413,0x80000044,0xfe842783,LOAD,1,15,0x00000002,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,311,490,315,415,0x80000048,0x00178793,ALUI,1,15,0x00000003,0,0x00000003,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,312,490,316,416,0x8000004c,0x800006b7,LUI,1,13,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,313,490,317,417,0x80000050,0x13468693,ALUI,1,13,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,314,490,318,418,0x80000054,0x00279793,ALUI,1,15,0x0000000c,0,0x0000000c,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,315,490,319,419,0x80000058,0x00f687b3,ALUR,1,15,0x80000140,0,0x80000140,0x0000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,316,490,320,420,0x8000005c,0x0007a783,LOAD,1,15,0x00000005,0,0x80000140,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,317,490,321,422,0x80000060,0x06e7da63,BRANCH,0,20,0x0000000c,0,0x0000000c,0x00000007,0,0,0,0,0
pipeline_spike,Pipeline TB,318,490,322,423,0x80000064,0x800007b7,LUI,1,15,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,319,490,323,424,0x80000068,0x13478713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,320,490,324,425,0x8000006c,0xfe842783,LOAD,1,15,0x00000002,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,321,490,325,427,0x80000070,0x00279793,ALUI,1,15,0x00000008,0,0x00000008,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,322,490,326,428,0x80000074,0x00f707b3,ALUR,1,15,0x8000013c,0,0x8000013c,0x00000008,0,0,0,0,0
pipeline_spike,Pipeline TB,323,490,327,429,0x80000078,0x0007a783,LOAD,1,15,0x00000007,0,0x8000013c,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,324,490,328,431,0x8000007c,0xfef42223,STORE,0,4,0x8000ffe4,1,0x8000ffe4,0x00000007,0,0,0,0,0
pipeline_spike,Pipeline TB,325,490,329,432,0x80000080,0xfe842783,LOAD,1,15,0x00000002,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,326,490,330,434,0x80000084,0x00178793,ALUI,1,15,0x00000003,0,0x00000003,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,327,490,331,435,0x80000088,0x80000737,LUI,1,14,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,328,490,332,436,0x8000008c,0x13470713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,329,490,333,437,0x80000090,0x00279793,ALUI,1,15,0x0000000c,0,0x0000000c,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,330,490,334,438,0x80000094,0x00f707b3,ALUR,1,15,0x80000140,0,0x80000140,0x0000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,331,490,335,439,0x80000098,0x0007a703,LOAD,1,14,0x00000005,0,0x80000140,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,332,490,336,440,0x8000009c,0x800007b7,LUI,1,15,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,333,490,337,441,0x800000a0,0x13478693,ALUI,1,13,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,334,490,338,442,0x800000a4,0xfe842783,LOAD,1,15,0x00000002,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,335,490,339,444,0x800000a8,0x00279793,ALUI,1,15,0x00000008,0,0x00000008,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,336,490,340,445,0x800000ac,0x00f687b3,ALUR,1,15,0x8000013c,0,0x8000013c,0x00000008,0,0,0,0,0
pipeline_spike,Pipeline TB,337,490,341,446,0x800000b0,0x00e7a023,STORE,0,0,0x8000013c,1,0x8000013c,0x00000005,0,0,0,0,0
pipeline_spike,Pipeline TB,338,490,342,447,0x800000b4,0xfe842783,LOAD,1,15,0x00000002,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,339,490,343,449,0x800000b8,0x00178793,ALUI,1,15,0x00000003,0,0x00000003,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,340,490,344,450,0x800000bc,0x80000737,LUI,1,14,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,341,490,345,451,0x800000c0,0x13470713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,342,490,346,452,0x800000c4,0x00279793,ALUI,1,15,0x0000000c,0,0x0000000c,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,343,490,347,453,0x800000c8,0x00f707b3,ALUR,1,15,0x80000140,0,0x80000140,0x0000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,344,490,348,454,0x800000cc,0xfe442703,LOAD,1,14,0x00000007,0,0x8000ffe4,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,345,490,349,456,0x800000d0,0x00e7a023,STORE,0,0,0x80000140,1,0x80000140,0x00000007,0,0,0,0,0
pipeline_spike,Pipeline TB,346,490,350,457,0x800000d4,0xfe842783,LOAD,1,15,0x00000002,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,347,490,351,459,0x800000d8,0x00178793,ALUI,1,15,0x00000003,0,0x00000003,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,348,490,352,460,0x800000dc,0xfef42423,STORE,0,8,0x8000ffe8,1,0x8000ffe8,0x00000003,0,0,0,0,0
pipeline_spike,Pipeline TB,349,490,353,461,0x800000e0,0x00400713,ALUI,1,14,0x00000004,0,0x00000004,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,350,490,354,462,0x800000e4,0xfec42783,LOAD,1,15,0x00000001,0,0x8000ffec,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,351,490,355,464,0x800000e8,0x40f707b3,ALUR,1,15,0x00000003,0,0x00000003,0x00000001,0,0,0,0,0
pipeline_spike,Pipeline TB,352,490,356,465,0x800000ec,0xfe842703,LOAD,1,14,0x00000003,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,353,490,357,467,0x800000f0,0xf2f74ee3,BRANCH,0,29,0x00000006,0,0x00000006,0x00000003,0,0,0,0,0
pipeline_spike,Pipeline TB,354,490,358,468,0x800000f4,0xfec42783,LOAD,1,15,0x00000001,0,0x8000ffec,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,355,490,359,470,0x800000f8,0x00178793,ALUI,1,15,0x00000002,0,0x00000002,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,356,490,360,471,0x800000fc,0xfef42623,STORE,0,12,0x8000ffec,1,0x8000ffec,0x00000002,0,0,0,0,0
pipeline_spike,Pipeline TB,357,490,361,472,0x80000100,0xfec42703,LOAD,1,14,0x00000002,0,0x8000ffec,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,358,490,362,473,0x80000104,0x00300793,ALUI,1,15,0x00000003,0,0x00000003,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,359,490,363,474,0x80000108,0xf0e7dee3,BRANCH,0,29,0x00000005,0,0x00000005,0x00000002,0,0,0,0,0
pipeline_spike,Pipeline TB,360,490,364,477,0x80000024,0xfe042423,STORE,0,8,0x8000ffe8,1,0x8000ffe8,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,361,490,365,478,0x80000028,0x0b80006f,JAL,1,0,0x8000002c,0,0x00000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,362,490,366,481,0x800000e0,0x00400713,ALUI,1,14,0x00000004,0,0x00000004,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,363,490,367,482,0x800000e4,0xfec42783,LOAD,1,15,0x00000002,0,0x8000ffec,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,364,490,368,484,0x800000e8,0x40f707b3,ALUR,1,15,0x00000002,0,0x00000002,0x00000002,0,0,0,0,0
pipeline_spike,Pipeline TB,365,490,369,485,0x800000ec,0xfe842703,LOAD,1,14,0x00000000,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,366,490,370,487,0x800000f0,0xf2f74ee3,BRANCH,0,29,0x00000002,0,0x00000002,0x00000002,0,0,0,0,0
pipeline_spike,Pipeline TB,367,490,371,490,0x8000002c,0x800007b7,LUI,1,15,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,368,490,372,491,0x80000030,0x13478713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,369,490,373,492,0x80000034,0xfe842783,LOAD,1,15,0x00000000,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,370,490,374,494,0x80000038,0x00279793,ALUI,1,15,0x00000000,0,0x00000000,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,371,490,375,495,0x8000003c,0x00f707b3,ALUR,1,15,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,372,490,376,496,0x80000040,0x0007a703,LOAD,1,14,0x00000003,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,373,490,377,497,0x80000044,0xfe842783,LOAD,1,15,0x00000000,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,374,490,378,499,0x80000048,0x00178793,ALUI,1,15,0x00000001,0,0x00000001,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,375,490,379,500,0x8000004c,0x800006b7,LUI,1,13,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,376,490,380,501,0x80000050,0x13468693,ALUI,1,13,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,377,490,381,502,0x80000054,0x00279793,ALUI,1,15,0x00000004,0,0x00000004,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,378,490,382,503,0x80000058,0x00f687b3,ALUR,1,15,0x80000138,0,0x80000138,0x00000004,0,0,0,0,0
pipeline_spike,Pipeline TB,379,490,383,504,0x8000005c,0x0007a783,LOAD,1,15,0x00000001,0,0x80000138,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,380,490,384,506,0x80000060,0x06e7da63,BRANCH,0,20,0x00000004,0,0x00000004,0x00000003,0,0,0,0,0
pipeline_spike,Pipeline TB,381,490,385,507,0x80000064,0x800007b7,LUI,1,15,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,382,490,386,508,0x80000068,0x13478713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,383,490,387,509,0x8000006c,0xfe842783,LOAD,1,15,0x00000000,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,384,490,388,511,0x80000070,0x00279793,ALUI,1,15,0x00000000,0,0x00000000,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,385,490,389,512,0x80000074,0x00f707b3,ALUR,1,15,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,386,490,390,513,0x80000078,0x0007a783,LOAD,1,15,0x00000003,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,387,490,391,515,0x8000007c,0xfef42223,STORE,0,4,0x8000ffe4,1,0x8000ffe4,0x00000003,0,0,0,0,0
pipeline_spike,Pipeline TB,388,490,392,516,0x80000080,0xfe842783,LOAD,1,15,0x00000000,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,389,490,393,518,0x80000084,0x00178793,ALUI,1,15,0x00000001,0,0x00000001,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,390,490,394,519,0x80000088,0x80000737,LUI,1,14,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,391,490,395,520,0x8000008c,0x13470713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,392,490,396,521,0x80000090,0x00279793,ALUI,1,15,0x00000004,0,0x00000004,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,393,490,397,522,0x80000094,0x00f707b3,ALUR,1,15,0x80000138,0,0x80000138,0x00000004,0,0,0,0,0
pipeline_spike,Pipeline TB,394,490,398,523,0x80000098,0x0007a703,LOAD,1,14,0x00000001,0,0x80000138,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,395,490,399,524,0x8000009c,0x800007b7,LUI,1,15,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,396,490,400,525,0x800000a0,0x13478693,ALUI,1,13,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,397,490,401,526,0x800000a4,0xfe842783,LOAD,1,15,0x00000000,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,398,490,402,528,0x800000a8,0x00279793,ALUI,1,15,0x00000000,0,0x00000000,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,399,490,403,529,0x800000ac,0x00f687b3,ALUR,1,15,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,400,490,404,530,0x800000b0,0x00e7a023,STORE,0,0,0x80000134,1,0x80000134,0x00000001,0,0,0,0,0
pipeline_spike,Pipeline TB,401,490,405,531,0x800000b4,0xfe842783,LOAD,1,15,0x00000000,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,402,490,406,533,0x800000b8,0x00178793,ALUI,1,15,0x00000001,0,0x00000001,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,403,490,407,534,0x800000bc,0x80000737,LUI,1,14,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,404,490,408,535,0x800000c0,0x13470713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,405,490,409,536,0x800000c4,0x00279793,ALUI,1,15,0x00000004,0,0x00000004,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,406,490,410,537,0x800000c8,0x00f707b3,ALUR,1,15,0x80000138,0,0x80000138,0x00000004,0,0,0,0,0
pipeline_spike,Pipeline TB,407,490,411,538,0x800000cc,0xfe442703,LOAD,1,14,0x00000003,0,0x8000ffe4,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,408,490,412,540,0x800000d0,0x00e7a023,STORE,0,0,0x80000138,1,0x80000138,0x00000003,0,0,0,0,0
pipeline_spike,Pipeline TB,409,490,413,541,0x800000d4,0xfe842783,LOAD,1,15,0x00000000,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,410,490,414,543,0x800000d8,0x00178793,ALUI,1,15,0x00000001,0,0x00000001,0x8000000c,0,0,0,0,0
pipeline_spike,Pipeline TB,411,490,415,544,0x800000dc,0xfef42423,STORE,0,8,0x8000ffe8,1,0x8000ffe8,0x00000001,0,0,0,0,0
pipeline_spike,Pipeline TB,412,490,416,545,0x800000e0,0x00400713,ALUI,1,14,0x00000004,0,0x00000004,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,413,490,417,546,0x800000e4,0xfec42783,LOAD,1,15,0x00000002,0,0x8000ffec,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,414,490,418,548,0x800000e8,0x40f707b3,ALUR,1,15,0x00000002,0,0x00000002,0x00000002,0,0,0,0,0
pipeline_spike,Pipeline TB,415,490,419,549,0x800000ec,0xfe842703,LOAD,1,14,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,416,490,420,551,0x800000f0,0xf2f74ee3,BRANCH,0,29,0x00000003,0,0x00000003,0x00000002,0,0,0,0,0
pipeline_spike,Pipeline TB,417,490,421,554,0x8000002c,0x800007b7,LUI,1,15,0x80000000,0,0x80000000,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,418,490,422,555,0x80000030,0x13478713,ALUI,1,14,0x80000134,0,0x80000134,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,419,490,423,556,0x80000034,0xfe842783,LOAD,1,15,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,420,490,424,558,0x80000038,0x00279793,ALUI,1,15,0x00000004,0,0x00000004,0x8000ffe0,0,0,0,0,0
pipeline_spike,Pipeline TB,421,490,425,559,0x8000003c,0x00f707b3,ALUR,1,15,0x80000138,0,0x80000138,0x00000004,0,0,0,0,0
pipeline_spike,Pipeline TB,422,490,426,560,0x80000040,0x0007a703,LOAD,1,14,0x00000003,0,0x80000138,0x00000000,0,0,0,0,0
pipeline_spike,Pipeline TB,423,490,427,561,0x80000044,0xfe842783,LOAD,1,15,0x00000001,0,0x8000ffe8,0x80010000,0,0,0,0,0
pipeline_spike,Pipeline TB,424,490,428,563,0x80000048,0x00178793,ALUI,1,15,0x00000002,0,0x00000002,0x8000000c,0,0,0,0,0
