module_name,sample_count,rd_tick,pass_count,fail_count,wr_acc_count,rd_acc_count,wr_block_count,rd_block_count,depth_left,full_seen_count,empty_seen_count,coverage_pct,status
sync_fifo,320,0,838,0,202,198,35,40,4,128,40,0.00,PASS
