module_name,sample_count,rd_tick,pass_count,fail_count,wr_acc_count,rd_acc_count,wr_block_count,rd_block_count,depth_left,full_seen_count,empty_seen_count,coverage_pct,status
async_fifo_src,1153,420,190,0,96,94,41,39,2,255,228,0.00,PASS
