baud_sel,baud_rate,jitter_permille,jitter_percent,nominal_bit_ns,jitter_ns,short_bit_ns,long_bit_ns,short_baud_rate,long_baud_rate,short_baud_error_percent,long_baud_error_percent,passed,xsim_returncode,sim_wall_time_s,failure_reason
0,9600,360,36.0,104166.66666666667,37500.0,66666.66666666667,141666.6666666667,14999.999999999998,7058.823529411764,56.24999999999998,-26.470588235294123,1,0,2.561957820027601,
0,9600,370,37.0,104166.66666666667,38541.66666666667,65625.0,142708.33333333334,15238.095238095239,7007.299270072992,58.73015873015874,-27.007299270073005,1,0,2.5690074909944087,
0,9600,380,38.0,104166.66666666667,39583.333333333336,64583.333333333336,143750.0,15483.870967741936,6956.521739130435,61.290322580645174,-27.536231884057973,1,0,2.5878696059808135,
0,9600,390,39.0,104166.66666666667,40625.0,63541.66666666667,144791.6666666667,15737.704918032785,6906.474820143884,63.934426229508176,-28.057553956834536,1,0,2.7229320029728115,
0,9600,400,40.0,104166.66666666667,41666.66666666667,62500.0,145833.33333333334,16000.0,6857.142857142857,66.66666666666667,-28.57142857142857,1,0,2.5979107589810155,
0,9600,410,41.0,104166.66666666667,42708.333333333336,61458.333333333336,146875.0,16271.186440677966,6808.510638297872,69.4915254237288,-29.078014184397173,1,0,2.593638188962359,
0,9600,420,42.0,104166.66666666667,43750.0,60416.66666666667,147916.6666666667,16551.724137931033,6760.563380281689,72.41379310344827,-29.5774647887324,1,0,2.4812492390046827,
0,9600,430,43.0,104166.66666666667,44791.66666666667,59375.0,148958.33333333334,16842.105263157893,6713.286713286713,75.43859649122805,-30.069930069930074,1,0,2.555743982025888,
0,9600,440,44.0,104166.66666666667,45833.333333333336,58333.333333333336,150000.0,17142.85714285714,6666.666666666667,78.57142857142856,-30.555555555555546,0,0,2.5467704200418666,Fatal: [1251195000][UART_TB][FATAL] UART APB wrapper directed test failed
0,9600,450,45.0,104166.66666666667,46875.0,57291.66666666667,151041.6666666667,17454.545454545452,6620.689655172413,81.81818181818178,-31.034482758620697,0,0,2.6466291610267945,Fatal: [1251205000][UART_TB][FATAL] UART APB wrapper directed test failed
0,9600,460,46.0,104166.66666666667,47916.66666666667,56250.0,152083.33333333334,17777.777777777777,6575.342465753424,85.18518518518519,-31.506849315068497,0,0,2.5584297190071084,Fatal: [1251195000][UART_TB][FATAL] UART APB wrapper directed test failed
0,9600,470,47.0,104166.66666666667,48958.333333333336,55208.333333333336,153125.0,18113.20754716981,6530.6122448979595,88.67924528301887,-31.97278911564626,0,0,2.5836897660046816,Fatal: [1251195000][UART_TB][FATAL] UART APB wrapper directed test failed
0,9600,480,48.0,104166.66666666667,50000.0,54166.66666666667,154166.6666666667,18461.53846153846,6486.486486486486,92.3076923076923,-32.43243243243244,0,0,2.5990253220079467,Fatal: [1251205000][UART_TB][FATAL] UART APB wrapper directed test failed
0,9600,490,49.0,104166.66666666667,51041.66666666667,53125.0,155208.33333333334,18823.529411764706,6442.953020134228,96.07843137254903,-32.885906040268466,0,0,2.6428627420100383,Fatal: [1251195000][UART_TB][FATAL] UART APB wrapper directed test failed
0,9600,500,50.0,104166.66666666667,52083.333333333336,52083.333333333336,156250.0,19200.0,6400.0,100.0,-33.333333333333336,0,0,2.6045227290014736,Fatal: [1251195000][UART_TB][FATAL] UART APB wrapper directed test failed
1,14400,0,0.0,69444.44444444444,0.0,69444.44444444444,69444.44444444444,14400.000000000002,14400.000000000002,2.220446049250313e-14,2.220446049250313e-14,1,0,2.668438906024676,
1,14400,10,1.0,69444.44444444444,694.4444444444443,68750.0,70138.88888888888,14545.454545454546,14257.42574257426,1.0101010101010166,-0.9900990099009688,1,0,2.495245959958993,
1,14400,20,2.0,69444.44444444444,1388.8888888888887,68055.55555555555,70833.33333333333,14693.87755102041,14117.64705882353,2.0408163265306367,-1.9607843137254832,1,0,2.62336862902157,
1,14400,30,3.0,69444.44444444444,2083.333333333333,67361.11111111111,71527.77777777777,14845.360824742269,13980.582524271847,3.0927835051546504,-2.9126213592232775,1,0,2.4655409879633226,
1,14400,40,4.0,69444.44444444444,2777.7777777777774,66666.66666666666,72222.22222222222,15000.000000000002,13846.153846153848,4.166666666666674,-3.8461538461538325,1,0,2.5007941530202515,
1,14400,50,5.0,69444.44444444444,3472.222222222222,65972.22222222222,72916.66666666666,15157.894736842107,13714.285714285716,5.2631578947368585,-4.761904761904756,1,0,2.4656363879912533,
1,14400,60,6.0,69444.44444444444,4166.666666666666,65277.777777777774,73611.11111111111,15319.148936170213,13584.905660377359,6.382978723404253,-5.660377358490565,1,0,2.5746975429938175,
1,14400,70,7.0,69444.44444444444,4861.111111111111,64583.33333333333,74305.55555555555,15483.870967741937,13457.943925233647,7.526881720430123,-6.542056074766345,1,0,2.4976354459649883,
1,14400,80,8.0,69444.44444444444,5555.555555555555,63888.88888888888,75000.0,15652.17391304348,13333.333333333334,8.69565217391306,-7.4074074074074066,1,0,2.5031806110055186,
1,14400,90,9.0,69444.44444444444,6249.999999999999,63194.44444444444,75694.44444444444,15824.175824175825,13211.009174311928,9.8901098901099,-8.256880733944937,1,0,2.505663893010933,
1,14400,100,10.0,69444.44444444444,6944.444444444444,62499.99999999999,76388.88888888888,16000.000000000002,13090.909090909094,11.111111111111116,-9.090909090909072,1,0,2.5551110910018906,
1,14400,110,11.0,69444.44444444444,7638.888888888888,61805.55555555555,77083.33333333333,16179.775280898879,12972.972972972973,12.35955056179776,-9.909909909909908,1,0,2.5738410470075905,
1,14400,120,12.0,69444.44444444444,8333.333333333332,61111.11111111111,77777.77777777777,16363.636363636364,12857.142857142859,13.636363636363647,-10.714285714285698,1,0,2.63879999704659,
1,14400,130,13.0,69444.44444444444,9027.777777777776,60416.666666666664,78472.22222222222,16551.724137931036,12743.362831858407,14.942528735632198,-11.504424778761058,1,0,2.6037622060393915,
1,14400,140,14.0,69444.44444444444,9722.222222222223,59722.22222222222,79166.66666666666,16744.18604651163,12631.578947368422,16.279069767441868,-12.280701754385959,1,0,2.549571315990761,
1,14400,150,15.0,69444.44444444444,10416.666666666666,59027.777777777774,79861.11111111111,16941.176470588238,12521.739130434782,17.647058823529438,-13.043478260869568,1,0,2.4784398609772325,
1,14400,160,16.0,69444.44444444444,11111.11111111111,58333.33333333333,80555.55555555555,17142.857142857145,12413.793103448277,19.04761904761907,-13.793103448275856,1,0,2.503334285982419,
